"","HC","coef","criterion","test","value"
"13236","HC0","x0","power","saddle_V2",0.915462524229439
"13237","HC0","x1","power","saddle_V2",0.207306223427266
"13238","HC0","x2","power","saddle_V2",0.731623473327188
"13239","HC0","x3","power","saddle_V2",0.617886713973601
"13240","HC0","x4","power","saddle_V2",0.756958940773442
"13241","HC0","x0","size","saddle_V2",0.700799430476518
"13242","HC0","x1","size","saddle_V2",0.40400811674725
"13243","HC0","x2","size","saddle_V2",0.287703162746726
"13244","HC0","x3","size","saddle_V2",0.775601808574659
"13245","HC0","x4","size","saddle_V2",0.949008234681639
"13246","HC0","x0","power","saddle_V2",0.428718015767254
"13247","HC0","x1","power","saddle_V2",0.688898692854362
"13248","HC0","x2","power","saddle_V2",0.0446229302868745
"13249","HC0","x3","power","saddle_V2",0.0797373007190125
"13250","HC0","x4","power","saddle_V2",0.949008234681639
"13251","HC0","x0","size","saddle_V2",0.064190561805948
"13252","HC0","x1","size","saddle_V2",0.0566269982588222
"13253","HC0","x2","size","saddle_V2",0.123590854296732
"13254","HC0","x3","size","saddle_V2",0.337802000267225
"13255","HC0","x4","size","saddle_V2",0.172927245081588
"13256","HC0","x0","power","saddle_V2",0.120657936305981
"13257","HC0","x1","power","saddle_V2",0.0295233827948414
"13258","HC0","x2","power","saddle_V2",0.80054651288305
"13259","HC0","x3","power","saddle_V2",0.00196348118582419
"13260","HC0","x4","power","saddle_V2",0.172927245081588
"13261","HC0","x0","size","saddle_V2",0.481984592232003
"13262","HC0","x1","size","saddle_V2",0.436046025561648
"13263","HC0","x2","size","saddle_V2",0.786030599030476
"13264","HC0","x3","size","saddle_V2",0.822858824337877
"13265","HC0","x4","size","saddle_V2",0.572733027587869
"13266","HC0","x0","power","saddle_V2",0.284759109697533
"13267","HC0","x1","power","saddle_V2",0.708004894415286
"13268","HC0","x2","power","saddle_V2",0.0625513162911573
"13269","HC0","x3","power","saddle_V2",0.442145740781955
"13270","HC0","x4","power","saddle_V2",0.572733027587869
"13271","HC0","x0","size","saddle_V2",0.678471695542819
"13272","HC0","x1","size","saddle_V2",0.635335434153673
"13273","HC0","x2","size","saddle_V2",0.148242714412578
"13274","HC0","x3","size","saddle_V2",0.900851804968336
"13275","HC0","x4","size","saddle_V2",0.876552929147778
"13276","HC0","x0","power","saddle_V2",0.517445828281994
"13277","HC0","x1","power","saddle_V2",0.834712131632156
"13278","HC0","x2","power","saddle_V2",0.00858362930375854
"13279","HC0","x3","power","saddle_V2",0.357012321362604
"13280","HC0","x4","power","saddle_V2",0.876552929147778
"13281","HC0","x0","size","saddle_V2",0.091608574936758
"13282","HC0","x1","size","saddle_V2",0.0600774777549765
"13283","HC0","x2","size","saddle_V2",0.434271113429126
"13284","HC0","x3","size","saddle_V2",0.551666918964009
"13285","HC0","x4","size","saddle_V2",0.0288093919876461
"13286","HC0","x0","power","saddle_V2",0.177420912370669
"13287","HC0","x1","power","saddle_V2",0.0262000514933454
"13288","HC0","x2","power","saddle_V2",0.339050062574846
"13289","HC0","x3","power","saddle_V2",0.0395089275956984
"13290","HC0","x4","power","saddle_V2",0.0288093919876461
"13291","HC0","x0","size","saddle_V2",0.142771722052456
"13292","HC0","x1","size","saddle_V2",0.225971619600809
"13293","HC0","x2","size","saddle_V2",0.735036611952273
"13294","HC0","x3","size","saddle_V2",0.0418942689797314
"13295","HC0","x4","size","saddle_V2",0.0616487379275267
"13296","HC0","x0","power","saddle_V2",0.0551205233418344
"13297","HC0","x1","power","saddle_V2",0.501822181336974
"13298","HC0","x2","power","saddle_V2",0.0395846811632696
"13299","HC0","x3","power","saddle_V2",0.00358972517429244
"13300","HC0","x4","power","saddle_V2",0.0616487379275267
"13301","HC0","x0","size","saddle_V2",0.385765559559376
"13302","HC0","x1","size","saddle_V2",0.265663084559936
"13303","HC0","x2","size","saddle_V2",0.429310081153208
"13304","HC0","x3","size","saddle_V2",0.00200935974737601
"13305","HC0","x4","size","saddle_V2",0.130305472950444
"13306","HC0","x0","power","saddle_V2",0.558951765294531
"13307","HC0","x1","power","saddle_V2",0.160124964411478
"13308","HC0","x2","power","saddle_V2",0.440002019602712
"13309","HC0","x3","power","saddle_V2",0.61255787111734
"13310","HC0","x4","power","saddle_V2",0.130305472950444
"13311","HC0","x0","size","saddle_V2",0.756404873213669
"13312","HC0","x1","size","saddle_V2",0.772929790497101
"13313","HC0","x2","size","saddle_V2",0.772861387981695
"13314","HC0","x3","size","saddle_V2",0.782928568309732
"13315","HC0","x4","size","saddle_V2",0.570315149016764
"13316","HC0","x0","power","saddle_V2",0.545812707837101
"13317","HC0","x1","power","saddle_V2",0.974180100280806
"13318","HC0","x2","power","saddle_V2",0.105608037361551
"13319","HC0","x3","power","saddle_V2",0.298226713339989
"13320","HC0","x4","power","saddle_V2",0.570315149016764
"13321","HC0","x0","size","saddle_V2",0.449901594004302
"13322","HC0","x1","size","saddle_V2",0.58630805957512
"13323","HC0","x2","size","saddle_V2",0.918636781185794
"13324","HC0","x3","size","saddle_V2",0.913744721669258
"13325","HC0","x4","size","saddle_V2",0.894659952500403
"13326","HC0","x0","power","saddle_V2",0.728344391882204
"13327","HC0","x1","power","saddle_V2",0.323758908081195
"13328","HC0","x2","power","saddle_V2",0.123467122628886
"13329","HC0","x3","power","saddle_V2",0.226044108300672
"13330","HC0","x4","power","saddle_V2",0.894659952500403
"13331","HC0","x0","size","saddle_V2",0.544028236749515
"13332","HC0","x1","size","saddle_V2",0.170035899291197
"13333","HC0","x2","size","saddle_V2",0.32959043979923
"13334","HC0","x3","size","saddle_V2",0.430643735253359
"13335","HC0","x4","size","saddle_V2",0.0766106811440619
"13336","HC0","x0","power","saddle_V2",0.309737985028536
"13337","HC0","x1","power","saddle_V2",0.389000507711149
"13338","HC0","x2","power","saddle_V2",0.019074847027601
"13339","HC0","x3","power","saddle_V2",0.308226440389066
"13340","HC0","x4","power","saddle_V2",0.0766106811440619
"13341","HC0","x0","size","saddle_V2",0.622491337112009
"13342","HC0","x1","size","saddle_V2",0.840005758939226
"13343","HC0","x2","size","saddle_V2",0.226966747269961
"13344","HC0","x3","size","saddle_V2",0.374376037172087
"13345","HC0","x4","size","saddle_V2",0.335654024665235
"13346","HC0","x0","power","saddle_V2",0.357770414956814
"13347","HC0","x1","power","saddle_V2",0.739756857407804
"13348","HC0","x2","power","saddle_V2",0.00841342920154074
"13349","HC0","x3","power","saddle_V2",0.48663313784986
"13350","HC0","x4","power","saddle_V2",0.335654024665235
"13351","HC0","x0","size","saddle_V2",0.300235603990952
"13352","HC0","x1","size","saddle_V2",0.435417195423917
"13353","HC0","x2","size","saddle_V2",0.483980779804105
"13354","HC0","x3","size","saddle_V2",0.824147443517067
"13355","HC0","x4","size","saddle_V2",0.152221590569147
"13356","HC0","x0","power","saddle_V2",0.209910897771325
"13357","HC0","x1","power","saddle_V2",0.592470093394208
"13358","HC0","x2","power","saddle_V2",0.0621709875085719
"13359","HC0","x3","power","saddle_V2",0.0606595783067856
"13360","HC0","x4","power","saddle_V2",0.152221590569147
"13361","HC0","x0","size","saddle_V2",0.590839724899837
"13362","HC0","x1","size","saddle_V2",0.447469218657567
"13363","HC0","x2","size","saddle_V2",0.905708868115599
"13364","HC0","x3","size","saddle_V2",0.60782651083268
"13365","HC0","x4","size","saddle_V2",0.450180646549255
"13366","HC0","x0","power","saddle_V2",0.877037273453479
"13367","HC0","x1","power","saddle_V2",0.234383259036778
"13368","HC0","x2","power","saddle_V2",0.00606508442784715
"13369","HC0","x3","power","saddle_V2",0.312441341565697
"13370","HC0","x4","power","saddle_V2",0.450180646549255
"13371","HC0","x0","size","saddle_V2",0.11342826766582
"13372","HC0","x1","size","saddle_V2",0.191262174506968
"13373","HC0","x2","size","saddle_V2",0.099180518809609
"13374","HC0","x3","size","saddle_V2",0.55732592358771
"13375","HC0","x4","size","saddle_V2",0.722827943699021
"13376","HC0","x0","power","saddle_V2",0.0656342060922253
"13377","HC0","x1","power","saddle_V2",0.306411114528156
"13378","HC0","x2","power","saddle_V2",0.000604001918484773
"13379","HC0","x3","power","saddle_V2",0.14109668538445
"13380","HC0","x4","power","saddle_V2",0.722827943699021
"13381","HC0","x0","size","saddle_V2",0.739223634824071
"13382","HC0","x1","size","saddle_V2",0.839461180366483
"13383","HC0","x2","size","saddle_V2",0.890442721057621
"13384","HC0","x3","size","saddle_V2",0.95129266742679
"13385","HC0","x4","size","saddle_V2",0.819392060273388
"13386","HC0","x0","power","saddle_V2",0.528556831346049
"13387","HC0","x1","power","saddle_V2",0.891953317150131
"13388","HC0","x2","power","saddle_V2",0.128731725970149
"13389","HC0","x3","power","saddle_V2",0.359462756034639
"13390","HC0","x4","power","saddle_V2",0.819392060273388
"13391","HC0","x0","size","saddle_V2",0.315231543437226
"13392","HC0","x1","size","saddle_V2",0.221184410096938
"13393","HC0","x2","size","saddle_V2",0.17181705839707
"13394","HC0","x3","size","saddle_V2",0.589384563908463
"13395","HC0","x4","size","saddle_V2",0.551288263903445
"13396","HC0","x0","power","saddle_V2",0.210995140240164
"13397","HC0","x1","power","saddle_V2",0.350269426666356
"13398","HC0","x2","power","saddle_V2",0.0217256657860789
"13399","HC0","x3","power","saddle_V2",0.0878403831009097
"13400","HC0","x4","power","saddle_V2",0.551288263903445
"13401","HC0","x0","size","saddle_V2",0.735723454186272
"13402","HC0","x1","size","saddle_V2",0.836256417674322
"13403","HC0","x2","size","saddle_V2",0.810417372186484
"13404","HC0","x3","size","saddle_V2",0.0896522240943573
"13405","HC0","x4","size","saddle_V2",0.797573309656359
"13406","HC0","x0","power","saddle_V2",0.469134462594815
"13407","HC0","x1","power","saddle_V2",0.461201447949343
"13408","HC0","x2","power","saddle_V2",0.0823172945816813
"13409","HC0","x3","power","saddle_V2",0.893512199061508
"13410","HC0","x4","power","saddle_V2",0.797573309656359
"13411","HC0","x0","size","saddle_V2",0.461496132123269
"13412","HC0","x1","size","saddle_V2",0.335309759806057
"13413","HC0","x2","size","saddle_V2",0.190195750165801
"13414","HC0","x3","size","saddle_V2",0.52050560379844
"13415","HC0","x4","size","saddle_V2",0.917657378882233
"13416","HC0","x0","power","saddle_V2",0.307453991479149
"13417","HC0","x1","power","saddle_V2",0.527735592597888
"13418","HC0","x2","power","saddle_V2",0.0135072673322876
"13419","HC0","x3","power","saddle_V2",0.0160523988391164
"13420","HC0","x4","power","saddle_V2",0.917657378882233
"13421","HC0","x0","size","saddle_V2",0.342065084325381
"13422","HC0","x1","size","saddle_V2",0.252485379918485
"13423","HC0","x2","size","saddle_V2",0.192474579795531
"13424","HC0","x3","size","saddle_V2",0.788043319699779
"13425","HC0","x4","size","saddle_V2",0.431505876713235
"13426","HC0","x0","power","saddle_V2",0.134717581122789
"13427","HC0","x1","power","saddle_V2",0.604484851204559
"13428","HC0","x2","power","saddle_V2",0.0056826486019793
"13429","HC0","x3","power","saddle_V2",0.0343211763229
"13430","HC0","x4","power","saddle_V2",0.431505876713235
"13431","HC0","x0","size","saddle_V2",0.908111086322177
"13432","HC0","x1","size","saddle_V2",0.458953577102486
"13433","HC0","x2","size","saddle_V2",0.891583544187786
"13434","HC0","x3","size","saddle_V2",0.24323327854221
"13435","HC0","x4","size","saddle_V2",0.757029209627333
"13436","HC0","x0","power","saddle_V2",0.737595784464617
"13437","HC0","x1","power","saddle_V2",0.749960924088576
"13438","HC0","x2","power","saddle_V2",0.0599749955361895
"13439","HC0","x3","power","saddle_V2",0.0204994226362908
"13440","HC0","x4","power","saddle_V2",0.757029209627333
"13441","HC0","x0","size","saddle_V2",0.880818336051547
"13442","HC0","x1","size","saddle_V2",0.770860551495255
"13443","HC0","x2","size","saddle_V2",0.420678968635435
"13444","HC0","x3","size","saddle_V2",0.434909466155693
"13445","HC0","x4","size","saddle_V2",0.839801730656788
"13446","HC0","x0","power","saddle_V2",0.72094835106344
"13447","HC0","x1","power","saddle_V2",0.955932964403688
"13448","HC0","x2","power","saddle_V2",0.0475663538062842
"13449","HC0","x3","power","saddle_V2",0.0240377419408038
"13450","HC0","x4","power","saddle_V2",0.839801730656788
"13451","HC0","x0","size","saddle_V2",0.227002917498001
"13452","HC0","x1","size","saddle_V2",0.182937092604929
"13453","HC0","x2","size","saddle_V2",0.337828520082454
"13454","HC0","x3","size","saddle_V2",0.0489728477364889
"13455","HC0","x4","size","saddle_V2",0.426902582898093
"13456","HC0","x0","power","saddle_V2",0.33422157946615
"13457","HC0","x1","power","saddle_V2",0.117124112142435
"13458","HC0","x2","power","saddle_V2",0.618197031544338
"13459","HC0","x3","power","saddle_V2",0.156524365239584
"13460","HC0","x4","power","saddle_V2",0.426902582898093
"13461","HC0","x0","size","saddle_V2",0.606346161747581
"13462","HC0","x1","size","saddle_V2",0.656995263613325
"13463","HC0","x2","size","saddle_V2",0.216622659567174
"13464","HC0","x3","size","saddle_V2",0.0810666939583286
"13465","HC0","x4","size","saddle_V2",0.741016769735395
"13466","HC0","x0","power","saddle_V2",0.90817020846453
"13467","HC0","x1","power","saddle_V2",0.385606053500359
"13468","HC0","x2","power","saddle_V2",0.0186147027047453
"13469","HC0","x3","power","saddle_V2",0.952995227957009
"13470","HC0","x4","power","saddle_V2",0.741016769735395
"13471","HC0","x0","size","saddle_V2",0.0329974004307489
"13472","HC0","x1","size","saddle_V2",0.0960829510378467
"13473","HC0","x2","size","saddle_V2",0.890045823374313
"13474","HC0","x3","size","saddle_V2",0.29059585504396
"13475","HC0","x4","size","saddle_V2",0.122931621613584
"13476","HC0","x0","power","saddle_V2",0.0540896188781389
"13477","HC0","x1","power","saddle_V2",0.0583692273082823
"13478","HC0","x2","power","saddle_V2",0.156947500732827
"13479","HC0","x3","power","saddle_V2",0.92814015403587
"13480","HC0","x4","power","saddle_V2",0.122931621613584
"13481","HC0","x0","size","saddle_V2",0.442322011787674
"13482","HC0","x1","size","saddle_V2",0.995152724215692
"13483","HC0","x2","size","saddle_V2",0.305850115539966
"13484","HC0","x3","size","saddle_V2",0.485427878968101
"13485","HC0","x4","size","saddle_V2",0.0515301151365478
"13486","HC0","x0","power","saddle_V2",0.647914940754019
"13487","HC0","x1","power","saddle_V2",0.655028606234528
"13488","HC0","x2","power","saddle_V2",0.0100225751632472
"13489","HC0","x3","power","saddle_V2",0.520351388803647
"13490","HC0","x4","power","saddle_V2",0.0515301151365478
"13491","HC0","x0","size","saddle_V2",0.981773534815801
"13492","HC0","x1","size","saddle_V2",0.740333203637738
"13493","HC0","x2","size","saddle_V2",0.462253323420973
"13494","HC0","x3","size","saddle_V2",0.326868194204178
"13495","HC0","x4","size","saddle_V2",0.383919869571687
"13496","HC0","x0","power","saddle_V2",0.713812655246549
"13497","HC0","x1","power","saddle_V2",0.983374254481891
"13498","HC0","x2","power","saddle_V2",0.380254623033625
"13499","HC0","x3","power","saddle_V2",0.0492798960966715
"13500","HC0","x4","power","saddle_V2",0.383919869571687
"13501","HC0","x0","size","saddle_V2",0.529322674636088
"13502","HC0","x1","size","saddle_V2",0.530813612183615
"13503","HC0","x2","size","saddle_V2",0.522005422549912
"13504","HC0","x3","size","saddle_V2",0.479396405762921
"13505","HC0","x4","size","saddle_V2",0.608062331318755
"13506","HC0","x0","power","saddle_V2",0.705447356560909
"13507","HC0","x1","power","saddle_V2",0.346090412527933
"13508","HC0","x2","power","saddle_V2",0.0229300920353143
"13509","HC0","x3","power","saddle_V2",0.303183271690021
"13510","HC0","x4","power","saddle_V2",0.608062331318755
"13511","HC0","x0","size","saddle_V2",0.974305006247965
"13512","HC0","x1","size","saddle_V2",0.633850824871821
"13513","HC0","x2","size","saddle_V2",0.773478580297593
"13514","HC0","x3","size","saddle_V2",0.0757396443509008
"13515","HC0","x4","size","saddle_V2",0.0182850645027438
"13516","HC0","x0","power","saddle_V2",0.683207326944398
"13517","HC0","x1","power","saddle_V2",0.381394238973256
"13518","HC0","x2","power","saddle_V2",0.252118061854416
"13519","HC0","x3","power","saddle_V2",0.000785433865657339
"13520","HC0","x4","power","saddle_V2",0.0182850645027438
"13521","HC0","x0","size","saddle_V2",0.666960872153572
"13522","HC0","x1","size","saddle_V2",0.896641807303224
"13523","HC0","x2","size","saddle_V2",0.111893195885764
"13524","HC0","x3","size","saddle_V2",0.119654182040283
"13525","HC0","x4","size","saddle_V2",0.274012827422139
"13526","HC0","x0","power","saddle_V2",0.406580274466773
"13527","HC0","x1","power","saddle_V2",0.674921374799472
"13528","HC0","x2","power","saddle_V2",0.522293111386117
"13529","HC0","x3","power","saddle_V2",0.00586419398041664
"13530","HC0","x4","power","saddle_V2",0.274012827422139
"13531","HC0","x0","size","saddle_V2",0.805723465603555
"13532","HC0","x1","size","saddle_V2",0.773145136837552
"13533","HC0","x2","size","saddle_V2",0.530379153218018
"13534","HC0","x3","size","saddle_V2",0.420288283701272
