"","X","n","B","whichX","Estruct","Edist","tests","iterations","seed","HC","coef","criterion","test","p01","p05","p10","percentNA"
"22",22,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x3","size","naive",0.051,0.138,0.199,0
"23",23,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x3","size","saddle_V1",0.028,0.098,0.167,0
"24",24,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x3","size","saddle_V2",0.021,0.089,0.153,0
"25",25,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x4","power","naive",0.034,0.101,0.164,0
"26",26,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x4","power","saddle_V1",0.02,0.084,0.138,0
"27",27,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x4","power","saddle_V2",0.015,0.063,0.117,0
"28",28,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x4","size","naive",0.034,0.101,0.164,0
"29",29,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x4","size","saddle_V1",0.02,0.084,0.138,0
"30",30,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC0","x4","size","saddle_V2",0.015,0.063,0.117,0
"31",31,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x0","power","naive",0.04,0.123,0.2,0
"32",32,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x0","power","saddle_V1",0.029,0.091,0.169,0
"33",33,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x0","power","saddle_V2",0.02,0.074,0.145,0
"34",34,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x0","size","naive",0.02,0.069,0.116,0
"35",35,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x0","size","saddle_V1",0.014,0.053,0.103,0
"36",36,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x0","size","saddle_V2",0.009,0.041,0.084,0
"37",37,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x1","power","naive",0.047,0.126,0.214,0
"38",38,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x1","power","saddle_V1",0.026,0.094,0.184,0
"39",39,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x1","power","saddle_V2",0.019,0.08,0.157,0
"40",40,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x1","size","naive",0.022,0.076,0.131,0
"41",41,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x1","size","saddle_V1",0.01,0.058,0.111,0
"42",42,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x1","size","saddle_V2",0.006,0.049,0.093,0
"43",43,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x2","power","naive",0.528,0.742,0.835,0
"44",44,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x2","power","saddle_V1",0.438,0.686,0.811,0
"45",45,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x2","power","saddle_V2",0.354,0.634,0.768,0
"46",46,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x2","size","naive",0.019,0.072,0.119,0
"47",47,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x2","size","saddle_V1",0.009,0.053,0.097,0
"48",48,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x2","size","saddle_V2",0.007,0.041,0.087,0
"49",49,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x3","power","naive",0.679,0.822,0.882,0
"50",50,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x3","power","saddle_V1",0.578,0.787,0.854,0
"51",51,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x3","power","saddle_V2",0.511,0.748,0.832,0
"52",52,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x3","size","naive",0.036,0.104,0.162,0
"53",53,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x3","size","saddle_V1",0.017,0.076,0.135,0
"54",54,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x3","size","saddle_V2",0.015,0.066,0.117,0
"55",55,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x4","power","naive",0.022,0.074,0.121,0
"56",56,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x4","power","saddle_V1",0.015,0.056,0.108,0
"57",57,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x4","power","saddle_V2",0.008,0.042,0.089,0
"58",58,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x4","size","naive",0.022,0.074,0.121,0
"59",59,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x4","size","saddle_V1",0.015,0.056,0.108,0
"60",60,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC1","x4","size","saddle_V2",0.008,0.042,0.089,0
"61",61,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x0","power","naive",0.037,0.103,0.185,0
"62",62,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x0","power","saddle_V1",0.023,0.082,0.153,0
"63",63,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x0","power","saddle_V2",0.016,0.061,0.128,0
"64",64,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x0","size","naive",0.017,0.065,0.11,0
"65",65,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x0","size","saddle_V1",0.008,0.048,0.089,0
"66",66,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x0","size","saddle_V2",0.007,0.038,0.076,0
"67",67,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x1","power","naive",0.039,0.112,0.2,0
"68",68,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x1","power","saddle_V1",0.022,0.084,0.165,0
"69",69,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x1","power","saddle_V2",0.016,0.071,0.134,0
"70",70,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x1","size","naive",0.017,0.068,0.116,0
"71",71,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x1","size","saddle_V1",0.008,0.05,0.095,0
"72",72,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x1","size","saddle_V2",0.002,0.04,0.081,0
"73",73,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x2","power","naive",0.501,0.724,0.823,0
"74",74,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x2","power","saddle_V1",0.398,0.656,0.782,0
"75",75,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x2","power","saddle_V2",0.324,0.598,0.735,0
"76",76,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x2","size","naive",0.02,0.069,0.105,0
"77",77,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x2","size","saddle_V1",0.007,0.049,0.091,0
"78",78,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x2","size","saddle_V2",0.007,0.041,0.082,0
"79",79,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x3","power","naive",0.624,0.801,0.86,0
"80",80,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x3","power","saddle_V1",0.473,0.73,0.821,0
"81",81,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x3","power","saddle_V2",0.415,0.674,0.777,0
"82",82,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x3","size","naive",0.028,0.086,0.138,0
"83",83,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x3","size","saddle_V1",0.008,0.045,0.096,0
"84",84,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x3","size","saddle_V2",0.008,0.042,0.088,0
"85",85,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x4","power","naive",0.018,0.064,0.114,0
"86",86,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x4","power","saddle_V1",0.013,0.049,0.099,0
"87",87,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x4","power","saddle_V2",0.007,0.033,0.082,0
"88",88,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x4","size","naive",0.018,0.064,0.114,0
"89",89,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x4","size","saddle_V1",0.013,0.049,0.099,0
"90",90,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC2","x4","size","saddle_V2",0.007,0.033,0.082,0
"91",91,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x0","power","naive",0.019,0.063,0.122,0
"92",92,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x0","power","saddle_V1",0.01,0.049,0.09,0
"93",93,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x0","power","saddle_V2",0.006,0.042,0.071,0
"94",94,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x0","size","naive",0.008,0.045,0.073,0
"95",95,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x0","size","saddle_V1",0.004,0.026,0.058,0
"96",96,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x0","size","saddle_V2",0.003,0.016,0.05,0
"97",97,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x1","power","naive",0.021,0.067,0.124,0
"98",98,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x1","power","saddle_V1",0.008,0.046,0.087,0
"99",99,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x1","power","saddle_V2",0.007,0.043,0.078,0
"100",100,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x1","size","naive",0.005,0.039,0.071,0
"101",101,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x1","size","saddle_V1",0,0.026,0.049,0
"102",102,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x1","size","saddle_V2",0,0.019,0.044,0
"103",103,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x2","power","naive",0.379,0.622,0.735,0
"104",104,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x2","power","saddle_V1",0.249,0.537,0.674,0
"105",105,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x2","power","saddle_V2",0.19,0.463,0.614,0
"106",106,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x2","size","naive",0.008,0.04,0.074,0
"107",107,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x2","size","saddle_V1",0.002,0.023,0.056,0
"108",108,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x2","size","saddle_V2",0.001,0.017,0.046,0
"109",109,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x3","power","naive",0.451,0.679,0.772,0
"110",110,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x3","power","saddle_V1",0.251,0.504,0.654,0
"111",111,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x3","power","saddle_V2",0.209,0.435,0.588,0
"112",112,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x3","size","naive",0.012,0.042,0.08,0
"113",113,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x3","size","saddle_V1",0.003,0.017,0.041,0
"114",114,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x3","size","saddle_V2",0.003,0.016,0.039,0
"115",115,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x4","power","naive",0.011,0.037,0.084,0
"116",116,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x4","power","saddle_V1",0.004,0.029,0.059,0
"117",117,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x4","power","saddle_V2",0.003,0.018,0.045,0
"118",118,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x4","size","naive",0.011,0.037,0.084,0
"119",119,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x4","size","saddle_V1",0.004,0.029,0.059,0
"120",120,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC3","x4","size","saddle_V2",0.003,0.018,0.045,0
"121",121,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x0","power","naive",0.025,0.071,0.123,0
"122",122,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x0","power","saddle_V1",0.013,0.052,0.09,0
"123",123,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x0","power","saddle_V2",0.006,0.041,0.074,0
"124",124,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x0","size","naive",0.01,0.045,0.075,0
"125",125,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x0","size","saddle_V1",0.003,0.03,0.058,0
"126",126,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x0","size","saddle_V2",0.002,0.025,0.05,0
"127",127,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x1","power","naive",0.023,0.067,0.131,0
"128",128,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x1","power","saddle_V1",0.01,0.04,0.081,0
"129",129,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x1","power","saddle_V2",0.007,0.038,0.066,0
"130",130,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x1","size","naive",0.008,0.039,0.07,0
"131",131,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x1","size","saddle_V1",0,0.028,0.051,0
"132",132,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x1","size","saddle_V2",0.001,0.023,0.044,0
"133",133,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x2","power","naive",0.409,0.627,0.736,0
"134",134,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x2","power","saddle_V1",0.269,0.536,0.669,0
"135",135,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x2","power","saddle_V2",0.197,0.443,0.587,0
"136",136,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x2","size","naive",0.01,0.046,0.084,0
"137",137,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x2","size","saddle_V1",0.003,0.036,0.061,0
"138",138,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x2","size","saddle_V2",0.002,0.022,0.049,0
"139",139,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x3","power","naive",0.385,0.571,0.669,0
"140",140,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x3","power","saddle_V1",0.182,0.375,0.497,0
"141",141,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x3","power","saddle_V2",0.153,0.327,0.445,0
"142",142,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x3","size","naive",0.009,0.043,0.074,0
"143",143,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x3","size","saddle_V1",0.002,0.013,0.035,0
"144",144,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x3","size","saddle_V2",0.002,0.011,0.033,0
"145",145,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x4","power","naive",0.011,0.047,0.088,0
"146",146,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x4","power","saddle_V1",0.005,0.025,0.067,0
"147",147,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x4","power","saddle_V2",0.005,0.019,0.052,0
"148",148,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x4","size","naive",0.011,0.047,0.088,0
"149",149,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x4","size","saddle_V1",0.005,0.025,0.067,0
"150",150,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4","x4","size","saddle_V2",0.005,0.019,0.052,0
"151",151,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x0","power","naive",0.019,0.058,0.101,0
"152",152,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x0","power","saddle_V1",0.007,0.044,0.077,0
"153",153,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x0","power","saddle_V2",0.004,0.029,0.059,0
"154",154,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x0","size","naive",0.008,0.035,0.068,0
"155",155,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x0","size","saddle_V1",0.002,0.017,0.051,0
"156",156,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x0","size","saddle_V2",0,0.012,0.04,0
"157",157,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x1","power","naive",0.015,0.059,0.104,0
"158",158,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x1","power","saddle_V1",0.005,0.035,0.07,0
"159",159,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x1","power","saddle_V2",0.003,0.03,0.059,0
"160",160,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x1","size","naive",0.004,0.032,0.062,0
"161",161,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x1","size","saddle_V1",0,0.021,0.039,0
"162",162,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x1","size","saddle_V2",0.001,0.013,0.036,0
"163",163,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x2","power","naive",0.34,0.574,0.695,0
"164",164,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x2","power","saddle_V1",0.207,0.487,0.641,0
"165",165,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x2","power","saddle_V2",0.148,0.412,0.551,0
"166",166,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x2","size","naive",0.006,0.035,0.065,0
"167",167,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x2","size","saddle_V1",0.001,0.016,0.049,0
"168",168,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x2","size","saddle_V2",0.001,0.013,0.038,0
"169",169,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x3","power","naive",0.383,0.604,0.711,0
"170",170,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x3","power","saddle_V1",0.162,0.398,0.546,0
"171",171,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x3","power","saddle_V2",0.141,0.343,0.486,0
"172",172,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x3","size","naive",0.008,0.029,0.068,0
"173",173,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x3","size","saddle_V1",0.002,0.007,0.024,0
"174",174,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x3","size","saddle_V2",0.002,0.007,0.026,0
"175",175,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x4","power","naive",0.009,0.032,0.072,0
"176",176,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x4","power","saddle_V1",0.003,0.019,0.045,0
"177",177,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x4","power","saddle_V2",0.003,0.017,0.033,0
"178",178,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x4","size","naive",0.009,0.032,0.072,0
"179",179,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x4","size","saddle_V1",0.003,0.019,0.045,0
"180",180,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC4m","x4","size","saddle_V2",0.003,0.017,0.033,0
"181",181,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x0","power","naive",0.042,0.11,0.202,0
"182",182,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x0","power","saddle_V1",0.026,0.084,0.163,0
"183",183,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x0","power","saddle_V2",0.017,0.064,0.136,0
"184",184,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x0","size","naive",0.016,0.07,0.122,0
"185",185,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x0","size","saddle_V1",0.009,0.051,0.095,0
"186",186,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x0","size","saddle_V2",0.008,0.047,0.081,0
"187",187,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x1","power","naive",0.04,0.116,0.205,0
"188",188,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x1","power","saddle_V1",0.021,0.085,0.17,0
"189",189,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x1","power","saddle_V2",0.016,0.071,0.14,0
"190",190,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x1","size","naive",0.02,0.068,0.121,0
"191",191,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x1","size","saddle_V1",0.007,0.045,0.097,0
"192",192,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x1","size","saddle_V2",0.004,0.041,0.081,0
"193",193,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x2","power","naive",0.527,0.741,0.833,0
"194",194,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x2","power","saddle_V1",0.42,0.67,0.798,0
"195",195,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x2","power","saddle_V2",0.343,0.611,0.745,0
"196",196,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x2","size","naive",0.021,0.074,0.116,0
"197",197,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x2","size","saddle_V1",0.01,0.054,0.097,0
"198",198,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x2","size","saddle_V2",0.008,0.044,0.087,0
"199",199,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x3","power","naive",0.591,0.77,0.843,0
"200",200,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x3","power","saddle_V1",0.381,0.649,0.751,0
"201",201,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x3","power","saddle_V2",0.325,0.582,0.703,0
"202",202,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x3","size","naive",0.024,0.078,0.132,0
"203",203,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x3","size","saddle_V1",0.006,0.038,0.082,0
"204",204,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x3","size","saddle_V2",0.004,0.036,0.076,0
"205",205,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x4","power","naive",0.021,0.08,0.121,0
"206",206,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x4","power","saddle_V1",0.012,0.054,0.105,0
"207",207,25,"1 1 1 1 0 0","T T T T T F","E0","En","naive saddle",1000,989420947,"HC5","x4","power","saddle_V2",0.01,0.037,0.092,0
