"","n","B","Estruct","whichX","Edist","adjust","iterations","seed","Parameter","Measure","HOM","HC0","HC1","HC2","HC3","HC4","HC4m","HC5"
"129",25,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,2831595,"B3","Power",0.393,0.524,0.469,0.398,0.258,0.486,0.456,0.486
"130",25,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,2831595,"B4","Power",0.058,0.1,0.074,0.072,0.044,0.086,0.078,0.086
"131",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B0","Size",0.049,0.08,0.068,0.065,0.044,0.076,0.073,0.076
"132",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B1","Size",0.057,0.082,0.066,0.06,0.041,0.077,0.067,0.077
"133",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B2","Size",0.06,0.09,0.075,0.068,0.054,0.084,0.078,0.084
"134",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B3","Size",0.103,0.125,0.109,0.101,0.067,0.115,0.108,0.115
"135",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B4","Size",0.05,0.075,0.056,0.054,0.04,0.069,0.059,0.069
"136",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B0","Power",0.066,0.102,0.082,0.08,0.061,0.097,0.087,0.097
"137",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B1","Power",0.107,0.149,0.127,0.115,0.088,0.135,0.127,0.135
"138",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B2","Power",0.595,0.654,0.624,0.615,0.543,0.644,0.635,0.644
"139",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B3","Power",0.694,0.692,0.659,0.609,0.525,0.672,0.649,0.672
"140",50,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,179836437,"B4","Power",0.05,0.075,0.056,0.054,0.04,0.069,0.059,0.069
"141",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B0","Size",0.057,0.069,0.061,0.058,0.05,0.066,0.064,0.066
"142",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B1","Size",0.054,0.067,0.058,0.053,0.042,0.062,0.06,0.062
"143",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B2","Size",0.047,0.063,0.057,0.055,0.048,0.061,0.059,0.061
"144",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B3","Size",0.099,0.089,0.083,0.073,0.053,0.084,0.079,0.084
"145",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B4","Size",0.052,0.068,0.057,0.057,0.048,0.063,0.059,0.063
"146",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B0","Power",0.107,0.124,0.113,0.107,0.093,0.12,0.117,0.12
"147",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B1","Power",0.151,0.173,0.153,0.144,0.124,0.164,0.155,0.164
"148",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B2","Power",0.89,0.901,0.893,0.89,0.877,0.899,0.897,0.899
"149",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B3","Power",0.943,0.902,0.897,0.875,0.833,0.898,0.893,0.898
"150",100,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,963211093,"B4","Power",0.052,0.068,0.057,0.057,0.048,0.063,0.059,0.063
"151",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B0","Size",0.059,0.064,0.063,0.062,0.057,0.064,0.063,0.064
"152",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B1","Size",0.059,0.063,0.061,0.059,0.054,0.062,0.061,0.062
"153",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B2","Size",0.052,0.059,0.055,0.054,0.051,0.056,0.056,0.056
"154",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B3","Size",0.105,0.065,0.064,0.059,0.056,0.063,0.062,0.063
"155",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B4","Size",0.051,0.059,0.056,0.054,0.051,0.057,0.056,0.057
"156",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B0","Power",0.209,0.213,0.207,0.207,0.2,0.21,0.21,0.21
"157",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B1","Power",0.245,0.248,0.241,0.235,0.222,0.245,0.243,0.245
"158",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B2","Power",0.998,0.998,0.998,0.998,0.998,0.998,0.998,0.998
"159",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B3","Power",1,0.999,0.999,0.999,0.998,0.999,0.999,0.999
"160",250,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,613875591,"B4","Power",0.051,0.059,0.056,0.054,0.051,0.057,0.056,0.057
"161",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B0","Size",0.035,0.036,0.034,0.034,0.031,0.035,0.035,0.035
"162",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B1","Size",0.059,0.052,0.051,0.05,0.044,0.052,0.051,0.052
"163",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B2","Size",0.044,0.048,0.046,0.046,0.045,0.046,0.046,0.046
"164",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B3","Size",0.118,0.068,0.068,0.066,0.058,0.068,0.068,0.068
"165",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B4","Size",0.057,0.06,0.056,0.055,0.054,0.056,0.056,0.056
"166",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B0","Power",0.361,0.368,0.367,0.366,0.36,0.367,0.367,0.367
"167",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B1","Power",0.472,0.452,0.443,0.441,0.433,0.449,0.443,0.449
"168",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B2","Power",1,1,1,1,1,1,1,1
"169",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B3","Power",1,1,1,1,1,1,1,1
"170",500,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,121265601,"B4","Power",0.057,0.06,0.056,0.055,0.054,0.056,0.056,0.056
"171",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B0","Size",0.043,0.043,0.043,0.042,0.042,0.043,0.043,0.043
"172",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B1","Size",0.064,0.051,0.051,0.049,0.048,0.051,0.051,0.051
"173",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B2","Size",0.047,0.054,0.054,0.054,0.054,0.054,0.054,0.054
"174",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B3","Size",0.128,0.064,0.063,0.06,0.057,0.064,0.061,0.064
"175",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B4","Size",0.038,0.038,0.037,0.037,0.037,0.038,0.038,0.038
"176",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B0","Power",0.646,0.647,0.645,0.64,0.638,0.646,0.646,0.646
"177",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B1","Power",0.733,0.711,0.71,0.706,0.703,0.71,0.709,0.71
"178",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B2","Power",1,1,1,1,1,1,1,1
"179",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B3","Power",1,1,1,1,1,1,1,1
"180",1000,"1 1 1 1 0 0","E2","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,862433950,"B4","Power",0.038,0.038,0.037,0.037,0.037,0.038,0.038,0.038
"181",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B0","Size",0.048,0.097,0.072,0.057,0.028,0.086,0.076,0.086
"182",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B1","Size",0.061,0.113,0.074,0.06,0.033,0.093,0.072,0.093
"183",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B2","Size",0.05,0.11,0.072,0.059,0.029,0.092,0.079,0.092
"184",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B3","Size",0.135,0.179,0.137,0.108,0.06,0.153,0.128,0.153
"185",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B4","Size",0.055,0.101,0.073,0.064,0.035,0.089,0.077,0.089
"186",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B0","Power",0.047,0.105,0.069,0.057,0.027,0.086,0.07,0.086
"187",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B1","Power",0.074,0.116,0.087,0.071,0.037,0.098,0.083,0.098
"188",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B2","Power",0.129,0.238,0.173,0.151,0.085,0.212,0.181,0.212
"189",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B3","Power",0.248,0.307,0.253,0.211,0.123,0.278,0.244,0.278
"190",25,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,569861594,"B4","Power",0.055,0.101,0.073,0.064,0.035,0.089,0.077,0.089
"191",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B0","Size",0.07,0.088,0.075,0.065,0.041,0.082,0.08,0.082
"192",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B1","Size",0.087,0.11,0.095,0.079,0.055,0.102,0.094,0.102
"193",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B2","Size",0.064,0.079,0.07,0.061,0.042,0.075,0.071,0.075
"194",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B3","Size",0.181,0.157,0.135,0.112,0.072,0.141,0.126,0.141
"195",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B4","Size",0.046,0.069,0.06,0.053,0.035,0.067,0.062,0.067
"196",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B0","Power",0.07,0.096,0.081,0.07,0.049,0.088,0.082,0.088
"197",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B1","Power",0.105,0.125,0.111,0.096,0.066,0.118,0.114,0.118
"198",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B2","Power",0.222,0.301,0.267,0.248,0.208,0.286,0.268,0.286
"199",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B3","Power",0.377,0.345,0.315,0.273,0.206,0.322,0.304,0.322
"200",50,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,60605208,"B4","Power",0.046,0.069,0.06,0.053,0.035,0.067,0.062,0.067
"201",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B0","Size",0.045,0.054,0.046,0.043,0.032,0.052,0.048,0.052
"202",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B1","Size",0.074,0.062,0.055,0.05,0.038,0.057,0.054,0.057
"203",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B2","Size",0.052,0.074,0.066,0.063,0.051,0.071,0.067,0.071
"204",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B3","Size",0.208,0.126,0.116,0.091,0.071,0.114,0.105,0.114
"205",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B4","Size",0.036,0.051,0.045,0.042,0.034,0.047,0.045,0.047
"206",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B0","Power",0.074,0.084,0.08,0.073,0.055,0.081,0.079,0.081
"207",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B1","Power",0.085,0.091,0.081,0.069,0.054,0.086,0.078,0.086
"208",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B2","Power",0.445,0.489,0.474,0.473,0.438,0.483,0.478,0.483
"209",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B3","Power",0.573,0.439,0.419,0.374,0.319,0.417,0.402,0.417
"210",100,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729203583,"B4","Power",0.036,0.051,0.045,0.042,0.034,0.047,0.045,0.047
"211",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B0","Size",0.079,0.079,0.078,0.074,0.066,0.079,0.079,0.079
"212",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B1","Size",0.101,0.083,0.078,0.074,0.067,0.081,0.078,0.081
"213",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B2","Size",0.051,0.052,0.048,0.044,0.044,0.051,0.05,0.051
"214",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B3","Size",0.218,0.087,0.082,0.072,0.064,0.083,0.079,0.083
"215",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B4","Size",0.057,0.068,0.066,0.066,0.062,0.068,0.067,0.068
"216",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B0","Power",0.117,0.11,0.107,0.107,0.101,0.109,0.108,0.109
"217",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B1","Power",0.147,0.125,0.123,0.117,0.104,0.123,0.122,0.123
"218",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B2","Power",0.82,0.824,0.822,0.817,0.811,0.823,0.822,0.823
"219",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B3","Power",0.842,0.658,0.65,0.627,0.609,0.649,0.64,0.649
"220",250,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,729838880,"B4","Power",0.057,0.068,0.066,0.066,0.062,0.068,0.067,0.068
"221",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B0","Size",0.064,0.058,0.058,0.055,0.052,0.058,0.058,0.058
"222",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B1","Size",0.091,0.056,0.055,0.053,0.048,0.056,0.053,0.056
"223",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B2","Size",0.047,0.046,0.046,0.045,0.044,0.046,0.046,0.046
"224",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B3","Size",0.229,0.078,0.078,0.074,0.071,0.078,0.078,0.078
"225",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B4","Size",0.054,0.056,0.055,0.055,0.052,0.055,0.055,0.055
"226",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B0","Power",0.159,0.15,0.147,0.146,0.141,0.149,0.147,0.149
"227",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B1","Power",0.215,0.172,0.167,0.161,0.152,0.17,0.166,0.17
"228",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B2","Power",0.989,0.989,0.989,0.989,0.988,0.989,0.989,0.989
"229",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B3","Power",0.966,0.886,0.884,0.878,0.869,0.882,0.882,0.882
"230",500,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,170849102,"B4","Power",0.054,0.056,0.055,0.055,0.052,0.055,0.055,0.055
"231",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B0","Size",0.057,0.048,0.047,0.046,0.045,0.048,0.047,0.048
"232",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B1","Size",0.074,0.051,0.05,0.049,0.048,0.051,0.049,0.051
"233",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B2","Size",0.043,0.049,0.047,0.045,0.045,0.049,0.049,0.049
"234",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B3","Size",0.254,0.056,0.054,0.05,0.045,0.054,0.053,0.054
"235",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B4","Size",0.056,0.056,0.055,0.053,0.053,0.056,0.055,0.056
"236",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B0","Power",0.243,0.229,0.228,0.227,0.223,0.229,0.229,0.229
"237",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B1","Power",0.342,0.276,0.276,0.274,0.27,0.276,0.276,0.276
"238",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B2","Power",0.999,1,1,1,1,1,1,1
"239",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B3","Power",0.998,0.984,0.984,0.983,0.981,0.984,0.984,0.984
"240",1000,"1 1 1 1 0 0","E3","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,545827888,"B4","Power",0.056,0.056,0.055,0.053,0.053,0.056,0.055,0.056
"241",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B0","Size",0.048,0.105,0.072,0.06,0.026,0.089,0.075,0.089
"242",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B1","Size",0.061,0.11,0.075,0.061,0.028,0.093,0.079,0.093
"243",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B2","Size",0.055,0.113,0.073,0.055,0.024,0.091,0.071,0.091
"244",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B3","Size",0.117,0.197,0.141,0.096,0.059,0.159,0.122,0.159
"245",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B4","Size",0.045,0.082,0.054,0.048,0.027,0.068,0.056,0.068
"246",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B0","Power",0.054,0.117,0.075,0.065,0.033,0.098,0.079,0.098
"247",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B1","Power",0.065,0.119,0.083,0.069,0.032,0.104,0.08,0.104
"248",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B2","Power",0.139,0.231,0.174,0.159,0.098,0.208,0.182,0.208
"249",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B3","Power",0.223,0.313,0.26,0.219,0.128,0.285,0.251,0.285
"250",25,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,965716176,"B4","Power",0.045,0.082,0.054,0.048,0.027,0.068,0.056,0.068
"251",50,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,947403997,"B0","Size",0.049,0.068,0.063,0.058,0.047,0.068,0.064,0.068
"252",50,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,947403997,"B1","Size",0.065,0.086,0.07,0.062,0.042,0.078,0.07,0.078
"253",50,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,947403997,"B2","Size",0.056,0.078,0.069,0.062,0.047,0.076,0.073,0.076
"254",50,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,947403997,"B3","Size",0.135,0.138,0.122,0.099,0.063,0.123,0.118,0.123
"255",50,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,947403997,"B4","Size",0.057,0.075,0.064,0.061,0.039,0.071,0.067,0.071
"256",50,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,947403997,"B0","Power",0.057,0.083,0.065,0.058,0.039,0.071,0.069,0.071
"257",50,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,947403997,"B1","Power",0.075,0.094,0.083,0.074,0.051,0.089,0.084,0.089
"258",50,"1 1 1 1 0 0","E4","T T T T T F","En","HOM HC0 HC1 HC2 HC3 HC4 HC4m HC5",1000,947403997,"B2","Power",0.235,0.299,0.266,0.256,0.209,0.284,0.271,0.284
